"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Weight_old","Item_Visibility_upd"
"4178","FDE11",17.7,"Regular",0.1356,"Starchy_Foods",186.0924,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",3516.7556,17.7,0.1356
"4179","FDP11",15.85,"LF",0.0692,"Breads",217.5166,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",653.1498,15.85,0.0692
"4180","FDB08",6.055,"LF",0.0313,"Fruits_and_Vegetables",160.3578,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2406.867,6.055,0.0313
"4181","FDL48",19.35,"Regular",0.0819,"Baking_Goods",46.8034,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1069.2748,NA,0.0819
"4182","FDH26",19.25,"Regular",0.0348,"Canned",141.5496,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1976.0944,19.25,0.0348
"4183","FDI33",16.5,"LF",0.0285,"Snack_Foods",91.0146,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1368.219,16.5,0.0285
"4184","FDQ26",13.5,"Regular",0.0679,"Dairy",57.8562,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",355.5372,13.5,0.0679
"4185","FDN03",9.8,"Regular",0.0264,"Meat",250.9408,"OUT019",1985,"Small","Tier_1","Grocery_Store",1001.3632,NA,0.0264
"4186","FDO13",7.865,"LF",0.0612,"Breakfast",164.5526,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1644.526,7.865,0.0612
"4187","NCJ29",10.6,"LF",0.0352,"Health_and_Hygiene",84.7224,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1619.2256,10.6,0.0352
"4188","FDE52",NA,"Regular",0.0297,"Dairy",88.9514,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3453.5046,NA,0.0297
"4189","FDA52",16.2,"Regular",0.1284,"Frozen_Foods",178.337,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1411.496,16.2,0.1284
"4190","FDF57",14.5,"Regular",0.0589,"Fruits_and_Vegetables",169.7448,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3238.4512,14.5,0.0589
"4191","NCO26",7.235,"LF",0.0768,"Household",116.4492,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2316.984,7.235,0.0768
"4192","DRL59",16.75,"LF",0.0212,"Hard_Drinks",55.1298,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1240.3854,16.75,0.0212
"4193","FDC60",5.425,"Regular",0.2004,"Baking_Goods",88.8514,"OUT019",1985,"Small","Tier_1","Grocery_Store",265.6542,NA,0.2004
"4194","DRD25",6.135,"LF",0.0786,"Soft_Drinks",113.286,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2716.464,NA,0.0786
"4195","FDB26",14,"Regular",0.0313,"Canned",52.564,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",639.168,14,0.0313
"4196","FDK51",19.85,"LF",0.0052,"Dairy",265.8884,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2649.884,19.85,0.0052
"4197","FDE53",10.895,"LF",0.027,"Frozen_Foods",106.328,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",852.224,10.895,0.027
"4198","FDV24",5.635,"LF",0.1729,"Baking_Goods",148.205,"OUT010",1998,"Small","Tier_3","Grocery_Store",449.415,5.635,0.1729
"4199","FDI34",10.65,"Regular",0.0856,"Snack_Foods",229.3668,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2303.668,10.65,0.0856
"4200","FDL36",15.1,"LF",0.1273,"Baking_Goods",88.283,"OUT010",1998,"Small","Tier_3","Grocery_Store",89.883,15.1,0.1273
"4201","NCA54",16.5,"LF",0.0366,"Household",178.7318,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1263.0226,16.5,0.0366
"4202","FDI38",13.35,"Regular",0.0147,"Canned",208.5638,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2277.7018,13.35,0.0147
"4203","FDG31",12.15,"LF",0.0379,"Meat",63.0826,"OUT013",1987,"High","Tier_3","Supermarket_Type1",322.913,12.15,0.0379
"4204","FDA21",13.65,"LF",0.036,"Snack_Foods",186.3924,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1295.6468,13.65,0.036
"4205","FDI09",20.75,"Regular",0.1295,"Seafood",240.288,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2396.88,20.75,0.1295
"4206","FDI20",19.1,"LF",0.0385,"Fruits_and_Vegetables",210.6586,"OUT013",1987,"High","Tier_3","Supermarket_Type1",5487.5236,19.1,0.0385
"4207","DRI51",17.25,"LF",20.25,"Dairy",171.5764,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",4637.9628,17.25,0
"4208","DRZ11",8.85,"Regular",0.1121,"Soft_Drinks",123.0388,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1981.4208,NA,0.1121
"4209","FDY07",11.8,"LF",20.25,"Fruits_and_Vegetables",45.9402,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",872.8638,NA,0
"4210","FDC58",10.195,"LF",0.0419,"Snack_Foods",43.8428,"OUT013",1987,"High","Tier_3","Supermarket_Type1",175.7712,10.195,0.0419
"4211","NCC30",16.6,"LF",0.0276,"Household",176.6344,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1962.7784,16.6,0.0276
"4212","FDY03",17.6,"Regular",0.0761,"Meat",111.8202,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2025.3636,17.6,0.0761
"4213","FDZ44",8.185,"LF",0.0387,"Fruits_and_Vegetables",117.1808,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1874.8928,8.185,0.0387
"4214","FDP28",13.65,"Regular",0.0808,"Frozen_Foods",261.1936,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2348.9424,13.65,0.0808
"4215","DRD15",10.6,"LF",0.0569,"Dairy",231.9642,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3020.7346,10.6,0.0569
"4216","FDL08",10.8,"LF",0.05,"Fruits_and_Vegetables",243.9144,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",4655.2736,10.8,0.05
"4217","FDP25",15.2,"LF",0.0212,"Canned",219.4824,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1747.0592,15.2,0.0212
"4218","DRK59",8.895,"LF",20.25,"Hard_Drinks",232.9616,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2812.3392,8.895,0
"4219","DRJ24",11.8,"LF",0.1133,"Soft_Drinks",187.0924,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1850.924,11.8,0.1133
"4220","FDU33",7.63,"Regular",0.2255,"Snack_Foods",45.1402,"OUT010",1998,"Small","Tier_3","Grocery_Store",45.9402,7.63,0.2255
"4221","FDX47",6.55,"Regular",0.0348,"Breads",157.5288,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1571.288,6.55,0.0348
"4222","FDR46",16.85,"LF",0.1393,"Snack_Foods",144.976,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2783.044,16.85,0.1393
"4223","FDZ56",16.25,"LF",0.0256,"Fruits_and_Vegetables",168.2474,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3200.5006,NA,0.0256
"4224","NCO26",7.235,"LF",0.0773,"Household",116.9492,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2316.984,7.235,0.0773
"4225","FDV38",19.25,"LF",0.1018,"Dairy",55.1956,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",491.3604,19.25,0.1018
"4226","FDL13",13.85,"Regular",0.0943,"Breakfast",233.93,"OUT010",1998,"Small","Tier_3","Grocery_Store",233.03,13.85,0.0943
"4227","FDD57",18.1,"LF",0.0224,"Fruits_and_Vegetables",93.6094,"OUT013",1987,"High","Tier_3","Supermarket_Type1",476.047,18.1,0.0224
"4228","FDE46",18.6,"LF",0.0158,"Snack_Foods",153.1366,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3173.8686,18.6,0.0158
"4229","FDB28",6.615,"LF",0.1563,"Dairy",196.3426,"OUT010",1998,"Small","Tier_3","Grocery_Store",790.9704,6.615,0.1563
"4230","FDC41",15.6,"LF",0.1957,"Frozen_Foods",77.367,"OUT010",1998,"Small","Tier_3","Grocery_Store",153.134,15.6,0.1957
"4231","DRI23",18.85,"LF",0.1375,"Hard_Drinks",158.6578,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3369.6138,18.85,0.1375
"4232","FDL33",7.235,"LF",20.25,"Snack_Foods",197.2452,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2348.9424,7.235,0
"4233","FDS03",7.825,"LF",0.0796,"Meat",63.4826,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2002.0606,7.825,0.0796
"4234","NCY18",7.285,"LF",0.031,"Household",177.0054,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2101.2648,NA,0.031
"4235","FDE50",19.7,"Regular",0.0162,"Canned",188.2556,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3379.6008,19.7,0.0162
"4236","FDT02",12.6,"LF",0.0242,"Dairy",34.4874,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",494.0236,12.6,0.0242
"4237","FDI34",10.65,"Regular",0.0853,"Snack_Foods",230.2668,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",5759.17,10.65,0.0853
"4238","FDO15",16.75,"Regular",0.0086,"Meat",73.2038,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1404.1722,16.75,0.0086
"4239","DRI39",13.8,"LF",0.0975,"Dairy",55.393,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1018.674,13.8,0.0975
"4240","NCO14",9.6,"LF",0.0296,"Household",43.6086,"OUT013",1987,"High","Tier_3","Supermarket_Type1",624.5204,9.6,0.0296
"4241","NCN19",13.1,"LF",20.25,"Others",189.253,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1518.024,13.1,0
"4242","DRJ25",14.6,"LF",0.1509,"Soft_Drinks",47.5692,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1379.5376,14.6,0.1509
"4243","FDE10",6.67,"Regular",0.0903,"Snack_Foods",130.5626,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1180.4634,6.67,0.0903
"4244","FDQ08",15.7,"Regular",0.0189,"Fruits_and_Vegetables",59.4536,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",857.5504,15.7,0.0189
"4245","NCQ43",17.75,"LF",0.1112,"Others",107.7912,"OUT013",1987,"High","Tier_3","Supermarket_Type1",982.7208,17.75,0.1112
"4246","FDY57",20.2,"Regular",0.1212,"Snack_Foods",97.3752,"OUT013",1987,"High","Tier_3","Supermarket_Type1",958.752,20.2,0.1212
"4247","FDQ34",10.85,"LF",0.1632,"Snack_Foods",107.4622,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1693.7952,10.85,0.1632
"4248","NCG19",20.25,"LF",0.1482,"Household",232.7616,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1874.8928,20.25,0.1482
"4249","FDI33",16.5,"LF",0.0283,"Snack_Foods",90.2146,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3648.584,NA,0.0283
"4250","FDW27",5.86,"Regular",0.1509,"Meat",156.0314,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2016.7082,5.86,0.1509
"4251","FDH04",6.115,"Regular",0.0114,"Frozen_Foods",92.4488,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1358.232,6.115,0.0114
"4252","FDZ39",19.7,"Regular",0.018,"Meat",104.499,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1031.99,19.7,0.018
"4253","NCK19",9.8,"LF",0.0904,"Others",194.5478,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",774.9912,9.8,0.0904
"4254","FDY20",12.5,"Regular",0.0818,"Fruits_and_Vegetables",89.0488,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1267.6832,12.5,0.0818
"4255","FDN39",19.35,"Regular",0.1097,"Meat",166.0816,"OUT010",1998,"Small","Tier_3","Grocery_Store",671.1264,19.35,0.1097
"4256","NCY41",16.75,"LF",0.0757,"Health_and_Hygiene",34.5532,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",323.5788,16.75,0.0757
"4257","NCN14",19.1,"LF",0.0919,"Others",182.7608,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1837.608,19.1,0.0919
"4258","FDR07",NA,"LF",0.1301,"Fruits_and_Vegetables",96.2094,"OUT010",1998,"Small","Tier_3","Grocery_Store",190.4188,21.35,0.1301
"4259","FDW49",19.5,"LF",0.0825,"Canned",179.2002,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2865.6032,19.5,0.0825
"4260","FDN23",6.575,"Regular",0.0755,"Breads",146.4444,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1596.5884,6.575,0.0755
"4261","FDS33",6.67,"Regular",0.1241,"Snack_Foods",88.9514,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2125.2336,6.67,0.1241
"4262","FDY36",12.3,"LF",0.0094,"Baking_Goods",74.838,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1537.998,12.3,0.0094
"4263","FDH20",16.1,"Regular",0.025,"Fruits_and_Vegetables",97.841,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1255.033,16.1,0.025
"4264","FDR15",9.3,"Regular",0.0585,"Meat",155.8314,"OUT019",1985,"Small","Tier_1","Grocery_Store",310.2628,NA,0.0585
"4265","NCP50",17.35,"LF",0.0207,"Others",80.6618,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1208.427,17.35,0.0207
"4266","FDS40",15.35,"LF",0.0235,"Frozen_Foods",35.219,"OUT010",1998,"Small","Tier_3","Grocery_Store",36.619,15.35,0.0235
"4267","FDG38",8.975,"Regular",0.0527,"Canned",86.4224,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1022.6688,8.975,0.0527
"4268","NCO18",13.15,"LF",0.0246,"Household",178.2686,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2666.529,13.15,0.0246
"4269","NCO54",19.5,"LF",0.0143,"Household",55.6614,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",718.3982,19.5,0.0143
"4270","NCW18",15.1,"LF",0.0593,"Household",238.1248,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",4266.4464,15.1,0.0593
"4271","FDB36",5.465,"Regular",0.0485,"Baking_Goods",132.9626,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2360.9268,5.465,0.0485
"4272","FDJ45",17.75,"LF",0.0733,"Seafood",34.2216,"OUT013",1987,"High","Tier_3","Supermarket_Type1",934.7832,17.75,0.0733
"4273","FDP60",17.35,"LF",0.0556,"Baking_Goods",100.3016,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2833.6448,NA,0.0556
"4274","DRD12",6.96,"LF",0.0771,"Soft_Drinks",92.7146,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1733.0774,6.96,0.0771
"4275","FDR47",17.85,"LF",0.0878,"Breads",196.0794,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1755.7146,17.85,0.0878
"4276","FDJ10",5.095,"Regular",0.13,"Snack_Foods",142.4838,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",561.9352,5.095,0.13
"4277","DRC25",5.73,"LF",0.0453,"Soft_Drinks",87.0882,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1803.6522,5.73,0.0453
"4278","NCW54",7.5,"LF",0.0963,"Household",57.8588,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1145.176,7.5,0.0963
"4279","FDA26",7.855,"Regular",0.0739,"Dairy",218.6482,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3723.8194,7.855,0.0739
"4280","DRF01",5.655,"LF",0.175,"Soft_Drinks",146.9102,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1895.5326,5.655,0.175
"4281","NCZ17",12.15,"LF",0.133,"Health_and_Hygiene",37.6506,"OUT010",1998,"Small","Tier_3","Grocery_Store",37.9506,12.15,0.133
"4282","FDK46",9.6,"LF",0.0861,"Snack_Foods",258.362,"OUT010",1998,"Small","Tier_3","Grocery_Store",259.662,9.6,0.0861
"4283","NCU41",18.85,"LF",0.052,"Health_and_Hygiene",190.3846,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3630.6074,18.85,0.052
"4284","FDV20",20.2,"Regular",0.0598,"Fruits_and_Vegetables",127.4678,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3560.6984,20.2,0.0598
"4285","FDT15",12.15,"Regular",0.0714,"Meat",182.295,"OUT010",1998,"Small","Tier_3","Grocery_Store",549.285,12.15,0.0714
"4286","DRI25",19.6,"LF",0.034,"Soft_Drinks",56.4614,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",773.6596,19.6,0.034
"4287","FDA40",16,"Regular",0.0993,"Frozen_Foods",88.5856,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",878.856,16,0.0993
"4288","FDZ15",13.1,"LF",0.0208,"Dairy",117.5782,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2741.0986,NA,0.0208
"4289","FDM13",6.425,"LF",0.0632,"Breakfast",132.2626,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2098.6016,6.425,0.0632
"4290","NCM05",6.825,"LF",0.0598,"Health_and_Hygiene",262.5226,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",9779.9362,6.825,0.0598
"4291","FDD38",16.75,"Regular",0.0143,"Canned",103.7674,"OUT019",1985,"Small","Tier_1","Grocery_Store",203.7348,NA,0.0143
"4292","DRI01",7.97,"LF",0.0577,"Soft_Drinks",172.1422,"OUT010",1998,"Small","Tier_3","Grocery_Store",517.3266,7.97,0.0577
"4293","DRG13",17.25,"LF",0.0372,"Soft_Drinks",166.4526,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3782.4098,17.25,0.0372
"4294","NCT30",9.1,"LF",0.0804,"Household",48.8718,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",425.4462,9.1,0.0804
"4295","NCG42",19.2,"LF",0.0412,"Household",129.831,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1947.465,19.2,0.0412
"4296","FDB14",20.25,"Regular",0.1022,"Canned",91.312,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3075.996,NA,0.1022
"4297","FDO27",6.175,"Regular",0.1782,"Meat",95.7752,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3930.8832,NA,0.1782
"4298","FDC14",14.5,"Regular",0.069,"Canned",41.4454,"OUT010",1998,"Small","Tier_3","Grocery_Store",41.9454,14.5,0.069
"4299","FDB49",8.3,"Regular",0.0528,"Baking_Goods",98.5384,"OUT019",1985,"Small","Tier_1","Grocery_Store",591.2304,NA,0.0528
"4300","FDZ23",17.75,"Regular",0.0676,"Baking_Goods",188.024,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2796.36,17.75,0.0676
"4301","FDJ52",7.145,"LF",0.0179,"Frozen_Foods",160.6578,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1765.0358,7.145,0.0179
"4302","FDJ56",8.985,"LF",0.1844,"Fruits_and_Vegetables",99.67,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3295.71,8.985,0.1844
"4303","NCR54",16.35,"LF",0.0911,"Household",196.811,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3338.987,16.35,0.0911
"4304","DRF01",5.655,"LF",20.25,"Soft_Drinks",147.5102,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1166.4816,5.655,0
"4305","DRK12",9.5,"LF",0.042,"Soft_Drinks",32.49,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",865.54,9.5,0.042
"4306","FDL58",5.78,"Regular",0.0741,"Snack_Foods",264.9568,"OUT013",1987,"High","Tier_3","Supermarket_Type1",6855.0768,5.78,0.0741
"4307","FDD44",8.05,"Regular",20.25,"Fruits_and_Vegetables",257.5646,"OUT013",1987,"High","Tier_3","Supermarket_Type1",5153.292,8.05,0
"4308","FDT50",6.75,"Regular",0.1087,"Dairy",95.6752,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1246.3776,6.75,0.1087
"4309","DRM23",16.6,"LF",0.1365,"Hard_Drinks",173.3422,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",4138.6128,16.6,0.1365
"4310","NCM31",6.095,"LF",0.0814,"Others",141.9154,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2694.4926,6.095,0.0814
"4311","FDY21",15.1,"LF",20.25,"Snack_Foods",197.211,"OUT010",1998,"Small","Tier_3","Grocery_Store",196.411,15.1,0
"4312","FDR22",19.35,"Regular",0.0186,"Snack_Foods",112.9544,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1342.2528,19.35,0.0186
"4313","NCV06",11.3,"LF",0.067,"Household",192.0478,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",3099.9648,11.3,0.067
"4314","FDR45",10.8,"LF",0.0291,"Snack_Foods",240.5222,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",4541.4218,10.8,0.0291
"4315","FDH60",19.7,"Regular",20.25,"Baking_Goods",194.411,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",5106.686,19.7,0
"4316","FDR08",18.7,"LF",0.0659,"Fruits_and_Vegetables",113.1886,"OUT019",1985,"Small","Tier_1","Grocery_Store",111.1886,NA,0.0659
"4317","FDA47",10.5,"Regular",0.1171,"Baking_Goods",164.121,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1794.331,10.5,0.1171
"4318","FDS37",7.655,"LF",0.032,"Canned",114.3492,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1853.5872,7.655,0.032
"4319","FDF12",8.235,"LF",0.0828,"Baking_Goods",146.5076,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1625.8836,8.235,0.0828
"4320","FDP24",20.6,"LF",0.083,"Baking_Goods",119.4756,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1090.5804,20.6,0.083
"4321","FDU20",19.35,"Regular",0.0215,"Fruits_and_Vegetables",122.1098,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2892.2352,19.35,0.0215
"4322","FDW44",9.5,"Regular",0.0588,"Fruits_and_Vegetables",170.2448,"OUT010",1998,"Small","Tier_3","Grocery_Store",170.4448,9.5,0.0588
"4323","FDY39",5.305,"Regular",0.0787,"Meat",183.5608,"OUT010",1998,"Small","Tier_3","Grocery_Store",551.2824,5.305,0.0787
"4324","DRD37",9.8,"LF",0.0139,"Soft_Drinks",47.406,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",978.726,9.8,0.0139
"4325","FDZ35",9.6,"Regular",0.0223,"Breads",101.699,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2992.771,9.6,0.0223
"4326","FDB50",13,"LF",0.1536,"Canned",79.6986,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1480.0734,13,0.1536
"4327","FDY10",17.6,"LF",0.0493,"Snack_Foods",113.0176,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2862.94,17.6,0.0493
"4328","FDK41",14.3,"LF",0.1283,"Frozen_Foods",83.4224,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",681.7792,14.3,0.1283
"4329","FDL24",10.3,"Regular",0.0249,"Baking_Goods",172.3422,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",5690.5926,10.3,0.0249
"4330","FDZ07",15.1,"Regular",0.1572,"Fruits_and_Vegetables",62.2194,"OUT010",1998,"Small","Tier_3","Grocery_Store",185.7582,15.1,0.1572
"4331","DRI03",6.03,"LF",0.0228,"Dairy",176.7028,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1416.8224,6.03,0.0228
"4332","FDW56",7.68,"LF",0.0709,"Fruits_and_Vegetables",192.6162,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",5580.0698,7.68,0.0709
"4333","FDR20",20,"Regular",0.0282,"Fruits_and_Vegetables",46.8744,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",905.488,20,0.0282
"4334","FDC50",15.85,"LF",0.1365,"Canned",96.3094,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2856.282,15.85,0.1365
"4335","NCX05",15.2,"LF",0.1625,"Health_and_Hygiene",117.6492,"OUT010",1998,"Small","Tier_3","Grocery_Store",347.5476,15.2,0.1625
"4336","FDU23",12.15,"LF",20.25,"Breads",164.7184,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",3962.8416,12.15,0
"4337","FDN45",19.35,"LF",0.1181,"Snack_Foods",222.6088,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",6040.1376,19.35,0.1181
"4338","FDQ51",16,"Regular",0.0175,"Meat",45.4718,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1323.6104,NA,0.0175
"4339","FDH21",10.395,"LF",0.0311,"Seafood",157.5604,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",5704.5744,NA,0.0311
"4340","DRZ11",8.85,"Regular",0.1133,"Soft_Drinks",125.1388,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1114.5492,8.85,0.1133
"4341","NCI43",19.85,"LF",0.026,"Household",49.5376,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1006.6896,19.85,0.026
"4342","DRF03",19.1,"LF",0.0454,"Dairy",38.8138,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",690.4346,19.1,0.0454
"4343","NCF30",17,"LF",0.127,"Household",125.8362,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2516.724,17,0.127
"4344","FDB12",11.15,"Regular",0.1053,"Baking_Goods",102.0648,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1038.648,11.15,0.1053
"4345","FDW19",12.35,"Regular",0.0385,"Fruits_and_Vegetables",110.757,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1208.427,12.35,0.0385
"4346","FDB45",20.85,"LF",0.0214,"Fruits_and_Vegetables",103.3306,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",522.653,20.85,0.0214
"4347","FDY55",16.75,"LF",20.25,"Fruits_and_Vegetables",255.7988,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",9251.9568,NA,0
"4348","FDK40",7.035,"LF",20.25,"Frozen_Foods",263.291,"OUT010",1998,"Small","Tier_3","Grocery_Store",525.982,7.035,0
"4349","FDU11",4.785,"LF",0.093,"Breads",122.0098,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2048.6666,4.785,0.093
"4350","FDP33",18.7,"LF",0.0888,"Snack_Foods",254.2672,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",10993.6896,NA,0.0888
"4351","FDN49",17.25,"Regular",0.2096,"Breakfast",40.348,"OUT010",1998,"Small","Tier_3","Grocery_Store",39.948,17.25,0.2096
"4352","FDR15",9.3,"Regular",0.0335,"Meat",153.4314,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2482.1024,9.3,0.0335
"4353","FDO38",17.25,"LF",0.073,"Canned",78.8986,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1635.8706,17.25,0.073
"4354","DRC24",17.85,"LF",0.025,"Soft_Drinks",153.1998,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3383.5956,17.85,0.025
